Anio;Mes;Dia;Hora;Monitorizar;Redirigir;Interno;Externo;Externo;Cableada;Wifi
2014;12;16;07;384;62;5377;13591;13591;4674;1149
2014;12;16;08;384;258;38090;24345;24345;18964;19768
2014;12;16;09;384;527;67165;45249;45249;30483;37593
2014;12;16;10;384;552;75470;67504;67504;37095;39311
2014;12;16;11;384;666;94342;74666;74666;60780;34612
2014;12;16;12;384;550;82149;73110;73110;53610;29473
2014;12;16;13;384;556;51724;72049;72049;32786;19878
2014;12;16;14;384;458;42831;69129;69129;26001;17672
2014;12;16;15;384;557;57773;72130;72130;31957;26757
2014;12;16;16;384;616;54816;80251;80251;26034;29782
2014;12;16;17;384;572;61310;86654;86654;27970;34296
2014;12;16;18;384;632;65833;101396;101396;23561;43288
2014;12;16;19;384;552;30459;95047;95047;15040;16355
2014;12;16;20;384;390;13006;83350;83350;7516;6264
2014;12;16;21;384;386;7725;78881;78881;5554;2941
2014;12;16;22;380;317;8110;80644;80644;4738;4069
2014;12;16;23;384;301;6072;62139;62139;4664;2093
2014;12;17;00;383;171;5171;35932;35932;4168;1557
2014;12;17;01;384;76;4522;17535;17535;3891;1091
2014;12;17;02;383;27;4167;9157;9157;3924;653
2014;12;17;03;384;14;3896;4747;4747;3831;463
2014;12;17;04;384;12;3621;2803;2803;3834;183
2014;12;17;05;384;14;3478;3960;3960;3833;43
2014;12;17;06;384;8;3681;4824;4824;3827;246
2014;12;17;07;384;52;5791;11529;11529;4421;1806
2014;12;17;08;384;245;48252;29631;29631;23105;25776
2014;12;17;09;384;523;88887;57694;57694;45431;44363
2014;12;17;10;384;544;87996;73601;73601;49687;39237
2014;12;17;11;384;615;90968;82026;82026;46257;45710
2014;12;17;12;384;547;73351;79302;79302;42331;31951
2014;12;17;13;384;570;52819;77807;77807;33021;20752
2014;12;17;14;384;450;39861;75512;75512;23206;17489
2014;12;17;15;384;529;58806;84929;84929;29117;30602
2014;12;17;16;381;519;55706;95091;95091;30061;26545
2014;12;17;17;384;620;51668;99228;99228;24632;28040
2014;12;17;18;384;600;40563;92809;92809;19250;22297
2014;12;17;19;384;503;35247;91034;91034;20706;15428
2014;12;17;20;384;456;14009;88680;88680;8258;6591
2014;12;17;21;384;356;8519;87641;87641;5468;3791
2014;12;17;22;384;346;8431;83127;83127;5160;4001
2014;12;17;23;384;292;5999;67257;67257;4734;1941
2014;12;18;00;384;172;5143;44353;44353;4375;1324
2014;12;18;01;384;65;4564;18326;18326;3983;1030
2014;12;18;02;384;26;3906;9154;9154;3843;473
2014;12;18;03;384;22;3545;4999;4999;3836;115
2014;12;18;04;384;16;3483;4790;4790;3852;31
2014;12;18;05;384;19;3524;4389;4389;3926;1
2014;12;18;06;384;29;3805;7290;7290;4042;176
2014;12;18;07;384;77;6275;14847;14847;4726;2010
2014;12;18;08;384;237;35470;31004;31004;19319;16772
2014;12;18;09;384;391;64474;47962;47962;36123;29126
2014;12;18;10;384;510;62767;67321;67321;34821;28840
2014;12;18;11;384;601;74577;82860;82860;40382;35180
2014;12;18;12;383;558;73713;74044;74044;44828;29826
2014;12;18;13;384;515;50233;72551;72551;32631;18501
2014;12;18;14;384;383;35310;63270;63270;23435;12642
2014;12;18;15;384;484;44797;72747;72747;25827;19838
2014;12;18;16;384;477;42075;80242;80242;20435;22501
2014;12;18;17;384;570;46080;104557;104557;24006;23028
2014;12;18;18;384;544;50485;118580;118580;23224;28189
2014;12;18;19;384;429;27382;77837;77837;16768;11427
2014;12;18;20;384;349;10768;66267;66267;7918;3583
2014;12;18;21;384;308;7009;64687;64687;5342;2359
2014;12;18;22;384;249;5525;62416;62416;4426;1732
2014;12;18;23;384;236;5512;49394;49394;4426;1706
2014;12;19;00;383;136;5113;30808;30808;4153;1479
2014;12;19;01;384;96;3937;19055;19055;3910;507
2014;12;19;02;384;25;3506;6397;6397;3839;76
2014;12;19;03;384;13;3619;4486;4486;3924;92
2014;12;19;04;384;11;3448;3602;3602;3834;9
2014;12;19;05;384;9;3517;2367;2367;3826;84
2014;12;19;06;384;19;3670;4817;4817;3827;246
2014;12;19;07;384;48;6369;13359;13359;5650;1151
2014;12;19;08;384;196;33244;26645;26645;17904;15920
2014;12;19;09;384;418;44771;49408;49408;26278;19295
2014;12;19;10;384;427;49777;69317;69317;31619;18969
2014;12;19;11;384;498;57632;84324;84324;35874;22640
2014;12;19;12;384;679;54700;88773;88773;36355;19408
2014;12;19;13;384;398;39576;87861;87861;27780;12578
2014;12;19;14;384;398;26808;76988;76988;18127;9463
2014;12;19;15;384;433;41178;84389;84389;20436;21559
2014;12;19;16;384;430;57946;97257;97257;24934;33826
2014;12;19;17;384;429;48561;96018;96018;19657;29717
2014;12;19;18;384;358;20243;69925;69925;12292;8693
2014;12;19;19;384;292;10841;71772;71772;7410;4107
2014;12;19;20;384;303;7882;68140;68140;6067;2502
2014;12;19;21;384;249;5649;60323;60323;4804;1478
2014;12;19;22;384;196;4673;49642;49642;4495;758
2014;12;19;23;384;173;4565;46373;46373;4637;485
2014;12;20;00;384;106;4219;24251;24251;4152;557
2014;12;20;01;384;46;4061;14041;14041;3988;503
2014;12;20;02;384;38;4323;7967;7967;4426;319
2014;12;20;03;384;12;3708;3363;3363;3931;173
2014;12;20;04;384;13;3478;2673;2673;3848;27
2014;12;20;05;384;7;3433;2024;2024;3824;0
2014;12;20;06;384;6;3531;2003;2003;3820;101
2014;12;20;07;384;14;3506;4914;4914;3885;19
2014;12;20;08;384;67;3766;15165;15165;4075;142
2014;12;20;09;384;81;4575;25433;25433;4183;857
2014;12;20;10;384;266;5517;55432;55432;5235;932
2014;12;20;11;384;294;5373;67404;67404;4911;1140
2014;12;20;12;384;313;5251;69156;69156;4849;1099
2014;12;20;13;384;278;4919;59968;59968;4720;861
2014;12;20;14;384;226;4192;52489;52489;4486;316
2014;12;20;15;384;231;5303;49183;49183;4627;1291
2014;12;20;16;384;218;5553;48986;48986;4819;1336
2014;12;20;17;384;232;5629;54434;54434;4607;1638
2014;12;20;18;384;268;4469;52740;52740;4479;642
2014;12;20;19;384;238;4973;48059;48059;4804;791
